"Symbol","Name","IPOyear","Sector","Industry"
"NEWS","NewStar Financial, Inc.","2006","Finance","Finance: Consumer Services"
"NEWT","Newtek Business Services Inc.","n/a","Miscellaneous","Business Services"
"NXST","Nexstar Broadcasting Group, Inc.","2003","Consumer Services","Broadcasting"
"NFEC","NF Energy Saving Corporation","n/a","Capital Goods","Metal Fabrications"
"NGPC","NGP Capital Resources Company","2004","n/a","n/a"
"EGOV","NIC Inc.","1999","Consumer Services","Professional Services"
"NICE","NICE-Systems Limited","n/a","Technology","Computer Manufacturing"
"NICK","Nicholas Financial, Inc.","1995","Finance","Finance Companies"
"NIHD","NII Holdings, Inc.","n/a","Public Utilities","Telecommunications Equipment"
"NINE","Ninetowns Internet Technology Group Company Limited","1995","Technology","Computer Software: Prepackaged Software"
"NNBR","NN, Inc.","1994","Capital Goods","Metal Fabrications"
"NDLS","Noodles & Company","n/a","Consumer Services","Restaurants"
"NDSN","Nordson Corporation","n/a","Capital Goods","Industrial Machinery/Components"
"NSYS","Nortech Systems Incorporated","n/a","Capital Goods","Industrial Machinery/Components"
"NTK","Nortek Inc.","n/a","Consumer Durables","Home Furnishings"
"NOVB","North Valley Bancorp","n/a","Finance","Major Banks"
"NBN","Northeast Bancorp","n/a","Finance","Major Banks"
"NECB","Northeast Community Bancorp, Inc.","n/a","Finance","Savings Institutions"
"NTIC","Northern Technologies International Corporation","n/a","Capital Goods","Industrial Specialties"
"NTRS","Northern Trust Corporation","n/a","Finance","Major Banks"
"NFBK","Northfield Bancorp, Inc.","n/a","Finance","Savings Institutions"
"NRIM","Northrim BanCorp Inc","n/a","Finance","Savings Institutions"
"NWBI","Northwest Bancshares, Inc.","2009","Finance","Major Banks"
"NWBO","Northwest Biotherapeutics, Inc.","n/a","Health Care","Major Pharmaceuticals"
"NWBOW","Northwest Biotherapeutics, Inc.","n/a","Health Care","Major Pharmaceuticals"
"NWPX","Northwest Pipe Company","1995","Basic Industries","Steel/Iron Ore"
"NCLH","Norwegian Cruise Line Holdings Ltd.","n/a","Consumer Services","Marine Transportation"
"NWFL","Norwood Financial Corp.","n/a","Finance","Major Banks"
"NVMI","Nova Measuring Instruments Ltd.","2000","Capital Goods","Electronic Components"
"NVDQ","Novadaq Technologies Inc","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus"
"NVTL","Novatel Wireless, Inc.","2000","Consumer Durables","Telecommunications Equipment"
"NVAX","Novavax, Inc.","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)"
"NVGN","Novogen Limited","n/a","Health Care","Major Pharmaceuticals"
"NPSP","NPS Pharmaceuticals, Inc.","1994","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)"
"NTLS","NTELOS Holdings Corp.","2006","Public Utilities","Telecommunications Equipment"
"NUAN","Nuance Communications, Inc.","2000","Technology","Computer Software: Prepackaged Software"
"NMRX","Numerex Corp.","n/a","Consumer Durables","Telecommunications Equipment"
"PATH","NuPathe Inc.","1997","Health Care","Major Pharmaceuticals"
"NUTR","Nutraceutical International Corporation","1998","Consumer Durables","Specialty Chemicals"
"NTRI","NutriSystem Inc","n/a","Consumer Services","Catalog/Specialty Distribution"
"NUVA","NuVasive, Inc.","2004","Health Care","Medical/Dental Instruments"
"NVEEU","NV5 Holdings, Inc.","n/a","Consumer Services","Other Consumer Services"
"NVEC","NVE Corporation","n/a","Technology","Semiconductors"
"NVDA","NVIDIA Corporation","1999","Technology","Semiconductors"
"NXPI","NXP Semiconductors N.V.","2010","Technology","Semiconductors"
"NXTM","NxStage Medical, Inc.","2005","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus"
"NYMX","Nymox Pharmaceutical Corporation","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances"
"OIIM","O2Micro International Limited","2000","Technology","Semiconductors"
"OVLY","Oak Valley Bancorp (CA)","n/a","Finance","Major Banks"
"OBAF","OBA Financial Services, Inc.","2010","Finance","Savings Institutions"
"OBCI","Ocean Bio-Chem, Inc.","n/a","Consumer Durables","Specialty Chemicals"
"OPTT","Ocean Power Technologies, Inc.","2007","Public Utilities","Electric Utilities: Central"
"ORIG","Ocean Rig UDW Inc.","n/a","Energy","Oil & Gas Production"
"OSHC","Ocean Shore Holding Co.","1993","Finance","Savings Institutions"
"OCFC","OceanFirst Financial Corp.","n/a","Finance","Savings Institutions"
"OCRX","Ocera Therapeutics, Inc.","1995","Health Care","Major Pharmaceuticals"
"OCLR","Oclaro, Inc.","1997","Technology","Semiconductors"
"OFED","Oconee Federal Financial Corp.","2011","Finance","Savings Institutions"
"OCLS","Oculus Innovative Sciences, Inc.","2007","Health Care","Medical/Dental Instruments"
"OCZ","OCZ Technology Group Inc","n/a","Technology","Electronic Components"
"OMEX","Odyssey Marine Exploration, Inc.","n/a","Consumer Services","Marine Transportation"
"OPAY","Official Payments Holdings, Inc.","1999","Miscellaneous","Business Services"
"OFS","OFS Capital Corporation","n/a","n/a","n/a"
"OVBC","Ohio Valley Banc Corp.","n/a","Finance","Major Banks"
"OHRP","Ohr Pharmaceuticals, Inc.","n/a","Health Care","Major Pharmaceuticals"
"ODFL","Old Dominion Freight Line, Inc.","1991","Transportation","Trucking Freight/Courier Services"
"OLBK","Old Line Bancshares, Inc.","n/a","Finance","Major Banks"
"ONB","Old National Bancorp","n/a","Finance","Major Banks"
"OPOF","Old Point Financial Corporation","n/a","Finance","Major Banks"
"OSBC","Old Second Bancorp, Inc.","n/a","Finance","Major Banks"
"OSBCP","Old Second Bancorp, Inc.","n/a","Finance","Major Banks"
"ZEUS","Olympic Steel, Inc.","1985","Basic Industries","Metal Fabrications"
"OFLX","Omega Flex, Inc.","n/a","Capital Goods","Industrial Specialties"
"OMER","Omeros Corporation","2009","Health Care","Major Pharmaceuticals"
"OABC","OmniAmerican Bancorp, Inc.","2010","Finance","Savings Institutions"
"OMCL","Omnicell, Inc.","2001","Technology","Computer Manufacturing"
"OVTI","OmniVision Technologies, Inc.","2000","Technology","Semiconductors"
"ONNN","ON Semiconductor Corporation","2000","Technology","Semiconductors"
"OTIV","On Track Innovations Ltd","n/a","Technology","Semiconductors"
"OGXI","OncoGenex Pharmaceuticals Inc.","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances"
"ONCY","Oncolytics Biotech, Inc.","n/a","Health Care","Major Pharmaceuticals"
"OMED","OncoMed Pharmaceuticals, Inc.","n/a","Health Care","Major Pharmaceuticals"
"ONTX","Onconova Therapeutics, Inc.","n/a","Health Care","Major Pharmaceuticals"
"ONTY","Oncothyreon Inc.","n/a","Health Care","Biotechnology: Commercial Physical & Biological Resarch"
"ONFC","Oneida Financial Corp.","n/a","Finance","Savings Institutions"
"ONVI","Onvia, Inc.","2000","Miscellaneous","Business Services"
"ONXX","ONYX Pharmaceuticals, Inc.","1996","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)"
"OTEX","Open Text Corporation","1996","Technology","EDP Services"
"OPEN","OpenTable, Inc.","1995","Miscellaneous","Business Services"
"OPXA","Opexa Therapeutics, Inc.","n/a","Health Care","Major Pharmaceuticals"
"OPLK","Oplink Communications, Inc.","2000","Public Utilities","Telecommunications Equipment"
"OBAS","Optibase Ltd.","1999","Finance","Real Estate"
"OCC","Optical Cable Corporation","1987","Basic Industries","Telecommunications Equipment"
"OPTR","Optimer Pharmaceuticals, Inc.","2007","Health Care","Major Pharmaceuticals"
"OPHC","OptimumBank Holdings, Inc.","n/a","Finance","Major Banks"
"ORMP","Oramed Pharmaceuticals Inc.","n/a","Health Care","Major Pharmaceuticals"
"OSUR","OraSure Technologies, Inc.","n/a","Health Care","Medical/Dental Instruments"
"ORBC","ORBCOMM Inc.","2006","Consumer Services","Telecommunications Equipment"
"ORBT","Orbit International Corporation","n/a","Capital Goods","Industrial Machinery/Components"
"ORBK","Orbotech Ltd.","n/a","Capital Goods","Industrial Machinery/Components"
"ORLY","O&#39;Reilly Automotive, Inc.","1993","Consumer Services","Other Specialty Stores"
"OREX","Orexigen Therapeutics, Inc.","1994","Health Care","Major Pharmaceuticals"
"SEED","Origin Agritech Limited","n/a","Consumer Non-Durables","Farming/Seeds/Milling"
"ORIT","Oritani Financial Corp.","n/a","Finance","Major Banks"
"ORRF","Orrstown Financial Services Inc","n/a","Finance","Major Banks"
"OFIX","Orthofix International N.V.","1992","Health Care","Medical/Dental Instruments"
"OSIS","OSI Systems, Inc.","1997","Technology","Semiconductors"
"OSIR","Osiris Therapeutics, Inc.","2006","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)"
"OSN","Ossen Innovation Co., Ltd.","2010","Basic Industries","Steel/Iron Ore"
"OTEL","Otelco Inc.","n/a","Public Utilities","Telecommunications Equipment"
"OTTR","Otter Tail Corporation","n/a","Public Utilities","Electric Utilities: Central"
"OUTR","Outerwall Inc.","n/a","Consumer Services","Other Consumer Services"
"OVAS","Ovascience Inc.","n/a","Health Care","Major Pharmaceuticals"
"OVRL","Overland Storage, Inc.","1997","Technology","Electronic Components"
"OSTK","Overstock.com, Inc.","2002","Consumer Services","Catalog/Specialty Distribution"
"OXLC","Oxford Lane Capital Corp.","2011","n/a","n/a"
"OXLCO","Oxford Lane Capital Corp.","n/a","n/a","n/a"
"OXLCP","Oxford Lane Capital Corp.","n/a","n/a","n/a"
"OXGN","OXiGENE, Inc.","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)"
"OXBT","Oxygen Biotherapeutics, Inc.","n/a","Health Care","Biotechnology: Commercial Physical & Biological Resarch"
"PFIN","P & F Industries, Inc.","n/a","Technology","Industrial Machinery/Components"
"PTSI","P.A.M. Transportation Services, Inc.","1986","Transportation","Trucking Freight/Courier Services"
"PCAR","PACCAR Inc.","n/a","Capital Goods","Auto Manufacturing"
"PACR","Pacer International, Inc.","1986","Transportation","Oil Refining/Marketing"
"PACB","Pacific Biosciences of California, Inc.","2010","Capital Goods","Biotechnology: Laboratory Analytical Instruments"
"PCBK","Pacific Continental Corporation (Ore)","n/a","Finance","Major Banks"
"PEIX","Pacific Ethanol, Inc.","n/a","Basic Industries","Major Chemicals"
"PMBC","Pacific Mercantile Bancorp","2000","Finance","Major Banks"
"PPBI","Pacific Premier Bancorp Inc","n/a","Finance","Major Banks"
"PSUN","Pacific Sunwear of California, Inc.","1993","Consumer Services","Clothing/Shoe/Accessory Stores"
"PCRX","Pacira Pharmaceuticals, Inc.","n/a","Health Care","Major Pharmaceuticals"
"PACT","Pactera Technology International Ltd","n/a","Technology","EDP Services"
"PACW","PacWest Bancorp","1999","Finance","Major Banks"
"PTIE","Pain Therapeutics","2000","Health Care","Major Pharmaceuticals"
"PLMT","Palmetto Bancshares, Inc. (SC)","n/a","Finance","Major Banks"
"PAAS","Pan American Silver Corp.","n/a","Basic Industries","Precious Metals"
"PNRA","Panera Bread Company","n/a","Consumer Services","Restaurants"
"PZZA","Papa John&#39;S International, Inc.","1993","Consumer Services","Restaurants"
"PRGN","Paragon Shipping Inc.","2007","Transportation","Marine Transportation"
"PAMT","Parametric Sound Corp.","n/a","Consumer Durables","Telecommunications Equipment"
"PRXL","PAREXEL International Corporation","1995","Health Care","Biotechnology: Commercial Physical & Biological Resarch"
"PSTB","Park Sterling Corporation","2010","Finance","Major Banks"
"PKBK","Parke Bancorp, Inc.","n/a","Finance","Major Banks"
"PRKR","ParkerVision, Inc.","1993","Technology","Radio And Television Broadcasting And Communications Equipment"
"PKOH","Park-Ohio Holdings Corp.","n/a","Capital Goods","Industrial Specialties"
"PTNR","Partner Communications Company Ltd.","n/a","Public Utilities","Telecommunications Equipment"
"PBHC","Pathfinder Bancorp, Inc.","n/a","Finance","Banks"
"PATK","Patrick Industries, Inc.","n/a","Basic Industries","Forest Products"
"PNBK","Patriot National Bancorp Inc.","n/a","Finance","Major Banks"
"PATR","Patriot Transportation Holding, Inc.","n/a","Transportation","Trucking Freight/Courier Services"
"PDCO","Patterson Companies, Inc.","1992","Health Care","Medical Specialities"
"PTEN","Patterson-UTI Energy, Inc.","1993","Energy","Oil & Gas Production"
"PLCC","Paulson Capital Corp.","n/a","Finance","Investment Bankers/Brokers/Service"
"PAYX","Paychex, Inc.","1983","Consumer Services","Diversified Commercial Services"
"PCCC","PC Connection, Inc.","1998","Consumer Services","Catalog/Specialty Distribution"
"PCMI","PCM, Inc.","n/a","Consumer Services","Catalog/Specialty Distribution"
"PCTI","PC-Tel, Inc.","1999","Technology","Radio And Television Broadcasting And Communications Equipment"
"PDCE","PDC Energy, Inc.","n/a","Energy","Oil & Gas Production"
"PDFS","PDF Solutions, Inc.","2001","Technology","EDP Services"
"PDII","PDI, Inc.","1998","Miscellaneous","Business Services"
"PDLI","PDL BioPharma, Inc.","1992","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)"
"PGC","Peapack-Gladstone Financial Corporation","n/a","Finance","Commercial Banks"
"PRLS","Peerless Systems Corporation","1996","Technology","Computer Software: Prepackaged Software"
"PEGA","Pegasystems Inc.","1996","Technology","EDP Services"
"PCO","Pendrell Corporation","2002","Miscellaneous","Multi-Sector Companies"
"PENX","Penford Corporation","n/a","Consumer Non-Durables","Packaged Foods"
"PENN","Penn National Gaming, Inc.","1994","Consumer Services","Hotels/Resorts"
"PFLT","PennantPark Floating Rate Capital Ltd.","n/a","n/a","n/a"
"PNNT","PennantPark Investment Corporation","2007","n/a","n/a"
"PWOD","Penns Woods Bancorp, Inc.","n/a","Finance","Major Banks"
"PEBO","Peoples Bancorp Inc.","n/a","Finance","Major Banks"
"PEBK","Peoples Bancorp of North Carolina, Inc.","n/a","Finance","Major Banks"
"PEOP","Peoples Federal Bancshares, Inc.","2000","Finance","Banks"
"PFBX","Peoples Financial Corporation","n/a","Finance","Major Banks"
"PBCT","People&#39;s United Financial, Inc.","n/a","Finance","Savings Institutions"
"PRCP","Perceptron, Inc.","1992","Capital Goods","Electronic Components"
"PPHM","Peregrine Pharmaceuticals Inc.","n/a","Health Care","Major Pharmaceuticals"
"PSMI","Peregrine Semiconductor Corp.","n/a","Technology","Semiconductors"
"PWRD","Perfect World Co., Ltd.","2007","Miscellaneous","Business Services"
"PRFT","Perficient, Inc.","1987","Technology","EDP Services"
"PTIX","Performance Technologies, Incorporated","1996","Technology","Computer Communications Equipment"
"PFMT","Performant Financial Corporation","n/a","Consumer Services","Other Consumer Services"
"PERF","Perfumania Holdings, Inc","1983","Consumer Services","Other Specialty Stores"
"PSEM","Pericom Semiconductor Corporation","1997","Technology","Semiconductors"
"PERI","Perion Network Ltd","1995","Technology","EDP Services"
"PESI","Perma-Fix Environmental Services, Inc.","n/a","Basic Industries","Environmental Services"
"PTX","Pernix Therapeutics Holdings, Inc.","1993","Health Care","Major Pharmaceuticals"
"PERY","Perry Ellis International Inc.","1993","Consumer Non-Durables","Apparel"
"PETS","PetMed Express, Inc.","n/a","Health Care","Medical/Nursing Services"
"PETM","PetSmart, Inc","1993","Consumer Services","Other Specialty Stores"
"PFSW","PFSweb, Inc.","1999","Miscellaneous","Business Services"
"PGTI","PGT, Inc.","2006","Capital Goods","Building Products"
"PCYC","Pharmacyclics, Inc.","1995","Health Care","Major Pharmaceuticals"
"PHII","PHI, Inc.","1996","Transportation","Transportation Services"
"PHIIK","PHI, Inc.","n/a","Transportation","Transportation Services"
"PHMD","PhotoMedex, Inc.","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus"
"PLAB","Photronics, Inc.","1987","Technology","Semiconductors"
"PICO","PICO Holdings Inc.","n/a","Finance","Real Estate"
"PPC","Pilgrim&#39;s Pride Corporation","1986","Consumer Non-Durables","Meat/Poultry/Fish"
"PME","Pingtan Marine Enterprise Ltd.","n/a","Basic Industries","Military/Government/Technical"
"PNFP","Pinnacle Financial Partners, Inc.","n/a","Finance","Major Banks"
"PXLW","Pixelworks, Inc.","2000","Technology","Semiconductors"
"PZZI","Pizza Inn Holdings, Inc.","n/a","Consumer Non-Durables","Food Distributors"
"PLNR","Planar Systems, Inc.","1993","Capital Goods","Industrial Machinery/Components"
"PLPM","Planet Payment, Inc.","n/a","Miscellaneous","Business Services"
"PLXS","Plexus Corp.","n/a","Technology","Electrical Products"
"PLUG","Plug Power, Inc.","1999","Energy","Industrial Machinery/Components"
"PLBC","Plumas Bancorp","n/a","Finance","Finance Companies"
"PSTI","Pluristem Therapeutics, Inc.","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)"
"PLXT","PLX Technology, Inc.","1999","Technology","Semiconductors"
"PMCS","PMC - Sierra, Inc.","n/a","Technology","Semiconductors"
"PMFG","PMFG, Inc.","1970","Capital Goods","Industrial Machinery/Components"
"PBSK","Poage Bankshares, Inc.","n/a","Finance","Savings Institutions"
"PTSX","Point.360","n/a","Consumer Services","Movies/Entertainment"
"PNTR","Pointer Telocation Ltd.","n/a","Technology","Radio And Television Broadcasting And Communications Equipment"
"PCOM","Points International, Ltd.","1995","Miscellaneous","Business Services"
"PTEK","PokerTek, Inc.","1996","Consumer Durables","Miscellaneous manufacturing industries"
"PBCP","Polonia Bancorp, Inc.","n/a","Finance","Savings Institutions"
"PLCM","Polycom, Inc.","1996","Public Utilities","Telecommunications Equipment"
"POOL","Pool Corporation","1995","Consumer Durables","Industrial Specialties"
